author,quote
Brian Quinn,A combination of growth in the areas of high market activity and consolidation of our position in the remaining markets present exciting prospects for the group.
Brian Quinn,"There are still pockets of areas that are still having problems getting vaccine. The (Centers for Disease Control and Prevention) promises it's on the way, so by the end of this month and December people should still be able to get their shots."
Colin Quinn,"You know, the funny thing about Lorne and that show is that, you can go over one million things, but in a business of bean counters, he still likes to laugh at small things and creates a show around it."
Colin Quinn,"Well... you know, I would wake up with a terrible hangover in a jail somewhere and worst part was that I would not know why I was there."
Colin Quinn,My stand-up act? I combine the fact that the world is a violent place with the fact that each person is responsible for the situation they are in.
Colin Quinn,"It was tumultuous, it was crazy, but I would not trade it for anything."
Colin Quinn,"I write all the time - I write poetry, I love to write."
Colin Quinn,"He is very dry but also very funny... I think people tend to feel odd when I do my act. Unless you are an ironic person, it's not a good place for you to be."
Kenneth Quinn,"We want a red light or a green light from the government, ... We shouldn't be relying on private companies and the airlines to authenticate background checks."
Kenneth Quinn,We want a red light or a green light from the government ... We shouldn't be relying on private companies and the airlines to authenticate background checks.
Kenneth Quinn,"It will be one of the nicest buildings in the state. Our expectation was that after we are handed the keys to the front door, it would take 36 to 37 months to finish the project."
Kenneth Quinn,"This is really criminalizing well-intentioned, honest mistakes, and singling out -- I think unfairly -- the one company that up front admitted its mistakes early on."
Kenneth Quinn,"This is really criminalizing well-intentioned, honest mistakes, and singling out -- I think unfairly -- the one company that up front admitted its mistakes early on,"
Kenneth Quinn,We don't believe any evidence exists of willful and criminal behavior. We intend to defend ourselves against any criminal charges vigorously.
Pat Quinn,an infusion of youth (possibly with Alex Steen and Clarke Wilm on the wings).
Pat Quinn,"They know they were bad, so I don't want them wondering if they have lost the (trust) of the coach. They should know they will get another chance."
Pat Quinn,"That's where we got into trouble before, playing him before he was ready ... we'll have to make sure we're on the same page with Darcy and the medical staff."
Pat Quinn,Talent? We have talent. Talent is only part of the whole thing. We tried to rely on talent tonight. I hope we learned.
Pat Quinn,"You look at your talent, you watch how we run our practices, you think the intangibles with this team were pretty good."
Pat Quinn,"I'm not necessarily surprised because there was talent there and none of us knew how the new game was going to go. They can skate and that's really what shows up when you play this team. Individually and as a group, their game really has some speed to it. They move the puck really well."
Pat Quinn,Guys with good offensive talent couldn't seem to finish off because we were still relying on our individual skills and couldn't get over that hump that you need to get over.
Pat Quinn,"The Swiss team came to work; they played a better Canadian game than we did. Talent is only part of this whole thing. We tried to win on talent alone and it wasn't good enough. If we don't learn from this, we'll be going home early."
Pat Quinn,Talent is only one part of this whole thing and we tried to rely on talent tonight and it wasn't good enough. If we don't realize that then we will be going home early.
Pat Quinn,"We have talent, but it's only one part of the whole thing. We tried to rely on talent and it wasn't good enough. And if we don't learn from that, we will be going home early."
Pat Quinn,We have a lot of talent and great individual players but we have a long way to go to become a team.
Pat Quinn,"They have a lot of talent,"
Pat Quinn,"They have a lot of talent. Many of the advantages entering this season went to clubs like Atlanta, Calgary, ones that have been lousy for awhile, but were not only able to have good young guys but have the (salary)cap in the right spot too."
Pat Quinn,"It's all about results. You run a great risk if you spend your time chasing fads. What you chase has to be a proven method of teaching, and that has to be incorporated into the design."
Pat Quinn,"To leave him out too long is not fair to him, it's not fair to the rest of the guys, so I'm happy that he's playing."
Pat Quinn,"He's showing a responsibility and an accountability that we were hoping we'd get, but you never know, and he's showing it right now."
Pat Quinn,It's a process and we are making some progress.
Pat Quinn,We like to use Pony because he's consistently the best guy in practice.
Pat Quinn,Would the sellers have been motivated had we not had that power? I can't answer that.
Pat Quinn,We couldn't seem to get anything going with any passion. I guess tonight it just seemed not to be there. We had a lot of guys who just couldn't seem to get anything going.
Pat Quinn,He was given an injection to see if it could quiet down some inflammation and relieve some of the pain there.
Pat Quinn,"He felt a pop in his ribs. He's definitely in pain, but we don't know exactly what that's about. We'll get a picture (today) and find out what the pain means."
Pat Quinn,"He has some pain still on the inside (of his knee). I don't know exactly what ligament that is, but he has some pain in his dry land training that shows up. Until that disappears, he won't be cleared to do anything."
Pat Quinn,I think the idea as a coach is you put out a lineup that can win that night. The present is more important than the future. You try to put the guys out there who will get us one more victory.
Pat Quinn,I guess they're doing what they're taught to do. The nature of those kind of hits are not something you want to see.
Pat Quinn,"You'd think it wouldn't be something like a wrist, but that's the bad luck of it."
Pat Quinn,Not a wrist. That's bad luck.
Pat Quinn,It's about learning to become a team.
Pat Quinn,"He has shown, basically in my mind, the signs of leadership."
Pat Quinn,We are fortunate to have an abundance of leaders on our team. We are confident that these players will bring our team the necessary leadership on the ice and in our dressing room as we prepare for the World Cup.
Pat Quinn,"I wanted to get O'Neill with Allison, which is where I kind of planned on having him all the way along."
Pat Quinn,This journey ended tonight ... the next one starts tomorrow. My plan is to proceed as normal.
Pat Quinn,You've got to get tough and do the job and we're not doing the job.
Pat Quinn,"My intention is to leave them (at centre) for the start of the year,"
Pat Quinn,"We played a lot better, so that has to be looked at as an improvement, especially over Saturday night."
Pat Quinn,"We played a lot better and so that has to be looked at as an improvement, especially over Saturday night. We weren't that bad in the other games but it was not good enough to win, I guess. But the effort was better."
Pat Quinn,"Maybe people are really going to love it. But from an old-timer's standpoint, I hate the game being decided this way."
Pat Quinn,"He's probably the biggest reason they won gold in 1998, and he would have been the dark horse to carry them to gold again."
Pat Quinn,The 26 players we selected today are the ones who we feel will get us (back) to that gold-medal circle.
Pat Quinn,We can't take penalties especially when their special team are so hot of late. They looked like pretty easy goals and that was the difference. I was pretty pleased with how we played in the first.
Pat Quinn,Those two power-play goals certainly changed the game.
Pat Quinn,We've been giving him second chances all year. There have been lots of nights that we've played him that he hasn't necessarily earned it.
Pat Quinn,"I am tired of watching other guys make plays right on our doorstep. We can't be giving gifts away. It is one thing to get beat, but another to beat yourself."
Pat Quinn,It could be (McCabe or one of his ilk prevail). It has helped their game that we're using them a lot more on power play and penalty kills.
Pat Quinn,"A .300 hitter is considered tremendously successful. There's a lot more failure than there is success. In the shootout, at some point, there has to be a winner."
Pat Quinn,"Execution was the problem. If you don't execute, whether it's from a lack of trying, maybe a lack of talent, I don't know ... but if you can't do the job does it mean bringing other people in? I don't know. Those people weren't in the lineup because they didn't do the job."
Pat Quinn,(We like their) youth and enthusiasm.
Pat Quinn,"We've run the gamut of emotions over the last little while, that's for sure. These were a big two points on the board here tonight."
Pat Quinn,Emotion is powerful in sport. We want it. We want the positive emotions and we fight the negative ones. It's pretty hard to look at your job and know exactly what you need to do when emotions get a hold of you.
Pat Quinn,"When you have those hopes and dreams like your fans do, it seems to be devastating."
Pat Quinn,"They (team doctors) did the surgery, they had to re-embed the finger nail."
Pat Quinn,You cross-check a guy twice you're going to get called. You have to play with discipline to be successful.
Pat Quinn,That's a lack of discipline.
Pat Quinn,"I had kind of a feeling that this team had a little bit of destiny to it,"
Pat Quinn,"He's a hockey person, a hockey dad, and secretly, I think he loves the Leafs."
Pat Quinn,"I try not to dwell on that. Criticism goes with all sorts of things in life. I don't think about that at all. My focus is on trying to help these young men be as good as they can be. By feeling bad or being distracted by what is being said, all you are doing is not answering adversity the best way you can. I try to put it where it belongs. I'm not beating myself up."
Pat Quinn,"Right now we're trying to build some team work, we're trying to build some confidence,"
Pat Quinn,"It still remains open going forward. (Decisions) will be based on communication with our goaltenders, in particular Marty."
Pat Quinn,"There is no game without the players, and no victories for a team or its coach without loyal and talented individuals on the management, coaching and support staffs."
Pat Quinn,He hasn't raised himself up to be a first- or second-line player yet and as a coach you want him to challenge himself to move up and not be happy with what he's doing now.
Pat Quinn,"I think it raises it, definitely. People like a white Christmas."
Pat Quinn,He's one of the great goaltenders Canada has ever had. He didn't have a great start to the season but lately he's been on top of his game. He's a winner and the right guy to start.
Pat Quinn,"[KELOWNA, B.C. (CP) - Team Canada wrapped up its five-day camp Friday, a gathering that failed to make it any easier to narrow down the list of Olympic hopefuls. Not a single player looked out of place.] We knew this wouldn't be easy and it's not going to be, ... The next three months will go a long way towards deciding who the final guys are."
Pat Quinn,"I have yet to have a conversation with anyone (with Hockey Canada) about this issue, so all this speculation is premature to talk about."
Pat Quinn,"One of the things Team Canada management wanted to do, because we have so many talented Canadian players, was that availability of selecting the guy who's hot at the time."
Pat Quinn,"I believe that it comes from who you are and what you learn when you're younger, not necessarily just when you look down at what's on your chest."
Pat Quinn,I guess we're just going to have to fight through this. We have some adversity with our special teams. We paid for this game by taking penalties.
Pat Quinn,"I see him as a more mature guy right now and he has that good ability to get around the ice,"
Marcus Quintilian,A laugh costs too much when bought at the expense of virtue.
Marcus Quintilian,"One thing, however, I must premise, that without the assistance of natural capacity, rules and precepts are of no efficacy."
Marcus Quintilian,"To swear, except when necessary, is becoming to an honorable man."
Marcus Quintilian,"In almost everything, experience is more valuable than precept."
Marcus Quintilian,Nothing is more dangerous to men than a sudden change of fortune.
Marcus Quintilian,We must form our minds by reading deep rather than wide.
Marcus Quintilian,While we are examining into everything we sometimes find truth where we least expected it.
Marcus Quintilian,"A laugh, if purchased at the expense of propriety, costs too much."
Marcus Quintilian,The pretended admission of a fault on our part creates an excellent impression.
Marcus Quintilian,That which prematurely arrives at perfection soon perishes.
Marcus Quintilian,While we are making up our minds as to when we shall begin. the opportunity is lost.
Marcus Quintilian,The prosperous can not easily form a right idea of misery.
Marcus Quintilian,"Men, even when alone, lighten their labors by song, however rude it may be."
Marcus Quintilian,It is fitting that a liar should be a man of good memory.
Marcus Quintilian,It seldom happens that a premature shoot of genius ever arrives at maturity.
Marcus Quintilian,Fear of the future is worse than one's present fortune.
Marcus Quintilian,He who speaks evil only differs from his who does evil in that he lacks opportunity.
Marcus Quintilian,"Where evil habits are once settled, they are more easily broken than mended."
Marcus Quintilian,An evil-speaker differs from an evil-doer only in the want of opportunity.
Marcus Quintilian,Vain hopes are like certain dreams of those who wake.
Marcus Quintilian,We excuse our sloth under the pretext of difficulty.
Marcus Quintilian,"Forbidden pleasures alone are loved immoderately; when lawful, they do not excite desire."
Marcus Quintilian,"God, that all-powerful Creator of nature and architect of the world, has impressed man with no character so proper to distinguish him from other animals, as by the faculty of speech."
Marcus Quintilian,"The gifts of nature are infinite in their variety, and mind differs from mind almost as much as body from body"
Marcus Quintilian,Everything that has a beginning comes to an end.
Marcus Fabius Quintilian,The perfection of art is to conceal art.
Marcus Fabius Quintilian,"Men, even when alone, lighten their labors by song, however rude it may be."
Marcus Fabius Quintilian,"Our minds are like our stomaches; they are whetted by the change of their food, and variety supplies both with fresh appetite."
quran,"O Yahya! take hold of the Book with strength, and We granted him wisdom while yet a child / And tenderness from Us and purity, and he was one who guarded (against evil), / And dutiful to his parents, and he was not insolent, disobedient."
quran,"To those whose hearts tremble when Allah is mentioned, and those who are patient under that which afflicts them, and those who keep up prayer, and spend (benevolently) out of what We have given them. (The Pilgrimage 22.35)"
quran,"They said: O Shu'aib! does your prayer enjoin you that we should forsake what our fathers worshipped or that we should not do what we please with regard to our property? Forsooth you are the forbearing, the right-directing one."
quran,"He said: The prayer of you both has indeed been accepted, therefore continue in the right way and do not follow the path of those who do not know. (Jonah 10.89)"
quran,"And He it is Who sends the winds as good news before His mercy; and We send down pure water from the cloud, / That We may give life thereby to a dead land and give it for drink, out of what We have created, to cattle and many people."
quran,"And keep up prayer and pay the poor-rate and obey the Apostle, so that mercy may be shown to you. (The Light 24.56)"
quran,"And proclaim among men the Pilgrimage: they will come to you on foot and on every lean camel, coming from every remote path, / That they may witness advantages for them and mention the name of Allah during stated days over what He has given them of the cattle quadrupeds, then eat of them and feed the distressed one, the needy."
quran,Men whom neither merchandise nor selling diverts from the remembrance of Allah and the keeping up of prayer and the giving of poor-rate; they fear a day in which the hearts and eyes shall turn about. (The Light 24.37)
quran,"And when he had attained his maturity, We gave him wisdom and knowledge: and thus do We reward those who do good."
quran,"O you who believe! Be upright for Allah, bearers of witness with justice, and let not hatred of a people incite you not to act equitably; act equitably, that is nearer to piety, and he careful of (your duty to) Allah; surely Allah is Aware of what you do."
quran,"Then if they will endure, still the fire is their abode, and if they ask for goodwill, then are they not of those who shall be granted goodwill."
quran,"Cursed be the makers of the pit, / Of the fire (kept burning) with fuel, / When they sat by it, / And they were witnesses of what they did with the believers."
quran,"And We will most certainly try you with somewhat of fear and hunger and loss of property and lives and fruits; and give good news to the patient, / Who, when a misfortune befalls them, say: Surely we are Allah's and to Him we shall surely return."
quran,"Those to whom the people said: Surely men have gathered against you, therefore fear them, but this increased their faith, and they said: Allah is sufficient for us and most excellent is the Protector."
quran,"And fight them on until there is no more tumult or oppressions, and there prevail justice and Faith in Allah; but if they cease, let there be no hostility except to those who practice oppression"
quran,"The life of this world is only idle sport and play, and if you believe and guard (against evil) He will give you your rewards, and will not ask of you your possessions."
quran,"And this is a Book We have revealed, blessed; therefore follow it and guard (against evil) that mercy may be shown to you."
quran,"And if they had believed and guarded themselves (against evil), reward from Allah would certainly have been better; had they but known (this)."
quran,"Or do they who work evil think that they will escape Us? Evil is it that they judge! / Whoever hopes to meet Allah, the term appointed by Allah will then most surely come; and He is the Hearing, the Knowing."
quran,"And the recompense of evil is punishment like it, but whoever forgives and amends, he shall have his reward from Allah; surely He does not love the unjust."
quran,"Their apostles said: Is there doubt about Allah, the Maker of the heavens and the earth? He invites you to forgive you your faults and to respite you till an appointed term. They said: You are nothing but mortals like us; you wish to turn us away from what our fathers used to worship; bring us therefore some clear authority."
quran,"And (as for) those who follow the right direction, He increases them in guidance and gives them their guarding (against evil)."
quran,"O Prophet! say to your wives: If you desire this world's life and its adornment, then come, I will give you a provision and allow you to depart a goodly departing / And if you desire Allah and His Apostle and the latter abode, then surely Allah has prepared for the doers of good among you a mighty reward."
quran,"So when they cast down, Musa said to them: What you have brought is deception; surely Allah will make it naught; surely Allah does not make the work of mischief-makers to thrive."
quran,"But if you are in danger, then (say your prayers) on foot or on horseback; and when you are secure, then remember Allah, as He has taught you what you did not know. (The Cow 2.239)"
quran,"And he strikes out a likeness for Us and forgets his own creation. Says he: Who will give life to the bones when they are rotten? / Say: He will give life to them Who brought them into existence at first, and He is cognizant of all creation / He Who has made for you the fire (to burn) from the green tree, so that with it you kindle (fire)."
quran,"O you who believe! surely from among your wives and your children there is an enemy to you; therefore beware of them; and if you pardon and forbear and forgive, then surely Allah is Forgiving, Merciful."
quran,"Do you fear that you will not (be able to) give in charity before your consultation? So when you do not do it and Allah has turned to you (mercifully), then keep up prayer and pay the poor-rate and obey Allah and His Apostle; and Allah is Aware of wh"
quran,"There is no good in most of their secret counsels except (in his) who enjoins charity or goodness or reconciliation between people; and whoever does this seeking Allah's pleasure, We will give him a mighty reward."
quran,"Have you not considered those (Jews) who are given a portion of the Book? They are invited to the Book of Allah that it might decide between them, then a part of them turn back and they withdraw."
quran,"Then We gave the Book for an inheritance to those whom We chose from among Our servants; but of them is he who makes his soul to suffer a loss, and of them is he who takes a middle course, and of them is he who is foremost in deeds of goodness by Allah's permission; this is the great excellence."
quran,And those who were given the Book did not become divided except after clear evidence had come to them.
quran,"He it is Who caused those who disbelieved of the followers of the Book to go forth from their homes at the first banishment you did not think that they would go forth, while they were certain that their fortresses would defend them against Allah; but Allah came to them whence they did not expect, and cast terror into their hearts; they demolished their houses with their own hands and the hands of the believers; therefore take a lesson, O you who have eyes! / And had it not been that Allah had decreed for them the exile, He would certainly have punished them in this world, and m the hereafter they shall have chastisement of the fire."
quran,"And they brought his shirt with false blood upon it. He said: Nay, your souls have made the matter light for you, but patience is good and Allah is He Whose help is sought for against what you describe."
quran,"He has only forbidden you what dies of itself, and blood, and flesh of swine, and that over which any other (name) than (that of) Allah has been invoked; but whoever is driven to necessity, not desiring, nor exceeding the limit, no sin shall be upon him; surely Allah is Forgiving, Merciful."
quran,"Then turn your back upon them for you are not to blame; / And continue to remind, for surely the reminder profits the believers."
quran,There the believers were tried and they were shaken with severe shaking.
quran,"And warn your nearest relations, / And be kind to him who follows you of the believers."
quran,They do not pay regard to ties of relationship nor those of covenant in the case of a believer; and these are they who go beyond the limits.
quran,Is he then who is a believer like him who is a transgressor? They are not equal.
quran,"And be not infirm, and be not grieving, and you shall have the upper hand if you are believers."
quran,"And whoever comes to Him a believer (and) he has done good deeds indeed, these it is who shall have the high ranks, / The gardens of perpetuity, beneath which rivers flow, to abide therein; and this is the reward of him who has purified himself."
quran,Then We brought forth such as were therein of the believers.
quran,"Thus do We make it to enter into the hearts of the guilty; / They do not believe in it, and indeed the example of the former people has already passed."
quran,And that the hearts of those who do not believe in the hereafter may incline to it and that they may be well pleased with it and that they may earn what they are going to earn (of evil).
quran,"O you who believe! What (excuse) have you that when it is said to you: Go forth in Allah's way, you should incline heavily to earth; are you contented with this world's life instead of the hereafter? But the provision of this world's life compared with the hereafter is but little."
quran,"And when they come to you, they say: We believe; and indeed they come in with unbelief and indeed they go forth with it; and Allah knows best what they concealed."
quran,"(As for) those who believe and do good, a good final state shall be theirs and a goodly return."
quran,"O children of Adam! We have indeed sent down to you clothing to cover your shame, and (clothing) for beauty and clothing that guards (against evil), that is the best. This is of the communications of Allah that they may be mindful."
quran,"This is an army plunging in without consideration along with you; no welcome for them, surely they shall enter fire."
quran,"And when Our clear communications are recited to them, their argument is no other than that they say: Bring our fathers (back) if you are truthful."
quran,"And Allah turned back the unbelievers in their rage; they did not obtain any advantage, and Allah sufficed the believers in fighting; and Allah is Strong, Mighty."
quran quran,But on account of their breaking their covenant We cursed them and made their hearts hard; they altered the words from their places and they neglected a portion of what they were reminded of; and you shall always discover treachery in them excepting a few of them; so pardon them and turn away; surely Allah loves those who do good (to others).
quran quran,"Alike (to Him) among you is he who conceals (his) words and he who speaks them openly, and he who hides himself by night and (who) goes forth by day."
quran quran,And they are guided to goodly words and they are guided into the path of the Praised One.
quran quran,"And women in the city said: The chiefs wife seeks her slave to yield himself (to her), surely he has affected her deeply with (his) love; most surely we see her in manifest error."
quran quran,"So when he saw his shirt rent from behind, he said: Surely it is a guile of you women; surely your guile is great: / O Yusuf! turn aside from this; and (O my wife)! ask forgiveness for your fault, surely you are one of the wrong-doers."
quran quran,"And there is no blame on you respecting that which you speak indirectly in the asking of (such) women in marriage or keep (the proposal) concealed within your minds; Allah knows that you win mention them, but do not give them a promise in secret unless you speak in a lawful manner, and do not confirm the marriage tie until the writing is fulfilled, and know that Allah knows what is in your minds, therefore beware of Him, and know that Allah is Forgiving, Forbearing."
quran quran,"And when you have divorced women and they have ended-- their term (of waiting), then do not prevent them from marrying their husbands when they agree among themselves in a lawful manner; with this is admonished he among you who believes in Allah and the last day, this is more profitable and purer for you; and Allah knows while you do not know."
quran quran,"And the divorced women should keep themselves in waiting for three courses; and it is not lawful for them that they should conceal what Allah has created in their wombs, if they believe in Allah and the last day; and their husbands have a better right to take them back in the meanwhile if they wish for reconciliation; and they have rights similar to those against them in a just manner, and the men are a degree above them, and Allah is Mighty, Wise."
quran quran,"Then one of the two women came to him walking bashfully. She said: My father invites you that he may give you the reward of your having watered for us. So when he came to him and gave to him the account, he said: Fear not, you are secure from the unjust people."
quran quran,"And give women their dowries as a free gift, but if they of themselves be pleased to give up to you a portion of it, then eat it with enjoyment and with wholesome result."
quran quran,"And they ask you about menstruation. Say: It is a discomfort; therefore keep aloof from the women during the menstrual discharge and do not go near them until they have become clean; then when they have cleansed themselves, go in to them as Allah has commanded you; surely Allah loves those who turn much (to Him), and He loves those who purify themselves."
quran quran,"And if a woman fears ill usage or desertion on the part of her husband, there is no blame on them, if they effect a reconciliation between them, and reconciliation is better, and avarice has been made to be present in the (people's) minds; and if you do good (to others) and guard (against evil), then surely Allah is aware of what you do."
quran quran,"He grants wisdom to whom He pleases, and whoever is granted wisdom, he indeed is given a great good and none but men of understanding mind."
quran quran,"You shall certainly be tried respecting your wealth and your souls, and you shall certainly hear from those who have been given the Book before you and from those who are polytheists much annoying talk; and if you are patient and guard (against evil), surely this is one of the affairs (which should be) determined upon."
quran quran,And his wealth will not avail him when he perishes.
quran quran,"Woe to every slanderer, defamer, / Who amasses wealth and considers it a provision (against mishap); / He thinks that his wealth will make him immortal."
quran quran,Eat and pasture your cattle; most surely there are signs in this for those endowed with understanding.
quran quran,Truly in that there is an oath for those who possess understanding.
quran quran,"And with truth have We revealed it, and with truth did it come; and We have not sent you but as the giver of good news and as a warner."
quran quran,"And We have revealed to you the Book with the truth, verifying what is before it of the Book and a guardian over it, therefore judge between them by what Allah has revealed, and do not follow their low desires (to turn away) from the truth that has come to you; for every one of you did We appoint a law and a way, and if Allah had pleased He would have made you (all) a single people, but that He might try you in what He gave you, therefore strive with one another to hasten to virtuous deeds; to Allah is your return, of all (of you), so He will let you know that in which you differed; / And that you should judge between them by what Allah has revealed, and do not follow their low desires, and be cautious of them, lest they seduce you from part of what Allah has revealed to you; but if they turn back, then know that Allah desires to afflict them on account of some of their faults; and most surely many of the people are transgressors."
quran quran,"Certainly they sought (to sow) dissension before, and they meditated plots against you until the truth came, and Allah's commandment prevailed although they were averse (from it)."
quran quran,"So the truth was established, and what they did became null."
quran quran,"And Allah will show the truth to be the truth by His words, though the guilty may be averse (to it)."
quran quran,So when the truth came to them from Us they said: This is most surely clear enchantment! / Musa said: Do you say (this) of the truth when it has come to you? Is it magic? And the magicians are not successful.
quran quran,This is because Allah has revealed the Book with the truth; and surely those who go against the Book are in a great opposition.
quran quran,Most surely this is a certain truth.
quran quran,"Certainly Allah had shown to His Apostle the vision with truth: you shall most certainly enter the Sacred Mosque, if Allah pleases, in security, (some) having their heads shaved and (others) having their hair cut, you shall not fear, but He knows what you do not know, so He brought about a near victory before that."
quran quran,"These are the communications of Allah which We recite to you with truth; then in what announcement would they believe after Allah and His communications? / Woe to every sinful liar, / Who hears the communications of Allah recited to him, then persists proudly as though he had not heard them; so announce to him a painful punishment."
quran quran,"We did not create them both but with the truth, but most of them do not know."
quran quran,"How shall they be reminded, and there came to them an Apostle making clear (the truth), / Yet they turned their backs on him and said: One taught (by others), a madman."
quran quran,"Certainly We have brought you the truth, but most of you are averse to the truth."
quran quran,"And that which We have revealed to you of the Book, that is the truth verifying that which is before it; most surely with respect to His servants Allah is Aware, Seeing."
quran quran,"And those before them rejected (the truth), and these have not yet attained a tenth of what We gave them, but they gave the lie to My apostles, then how was the manifestation of My disapproval? / Say: I exhort you only to one thing, that rise up for Allah's sake in twos and singly, then ponder: there is no madness in your fellow-citizen; he is only a warner to you before a severe chastisement."
quran quran,Therefore rely on Allah; surely you are on the clear truth.
quran quran,"And they shall not bring to you any argument, but We have brought to you (one) with truth and best in significance."
quran quran,"And if the truth be on their side, they come to him quickly, obedient."
quran quran,And of a truth he saw himself on the clear horizon.
quran quran,But he rejected (the truth) and disobeyed.
quran quran,"And certainly those before them rejected (the truth), then how was My disapproval."
quran quran,And when it is recited to them they say: We believe in it surely it is the truth from our Lord; surely we were submitters before this.
quran quran,"So he did not accept the truth, nor did he pray, / But called the truth a lie and turned back, / Then he went to his followers, walking away in haughtiness."
quran quran,"Except those who repent and amend and make manifest (the truth), these it is to whom I turn (mercifully); and I am the Oft-returning (to mercy), the Merciful."
quran quran,"And do not give away your property which Allah has made for you a (means of) support to the weak of understanding, and maintain them out of (the profits of) it, and clothe them and speak to them words of honest advice."
quran quran,"Allah is He Who created you from a state of weakness then He gave strength after weakness, then ordained weakness and hoary hair after strength; He creates what He pleases, and He is the Knowing, the Powerful."
quran quran,What! that which is made in ornaments and which in contention is unable to make plain speech! / And they make the angels-- them who are the servants of the Beneficent God-- female (divinities). What! did they witness their creation? Their evidence shall be written down and they shall be questioned.
quran quran,Therefore let not their speech grieve you; surely We know what they do in secret and what they do openly.
quran quran,"And when you see them, their persons will please you, and If they speak, you will listen to their speech; (they are) as if they were big pieces of wood clad with garments; they think every cry to be against them. They are the enemy, therefore beware of them; may Allah destroy them, whence are they turned back? / And when it is said to them: Come, the Apostle of Allah will ask forgiveness for you, they turn back their heads and you may see them turning away while they are big with pride."
quran quran,"Whoever goes aright, for his own soul does he go aright; and whoever goes astray, to its detriment only does he go astray: nor can the bearer of a burden bear the burden of another, nor do We chastise until We raise an apostle."
quran quran,"There shall every soul become acquainted with what it sent before, and they shall be brought back to Allah, their true Patron, and what they devised shall escape from them."
quran quran,"And a soul will not die but with the permission of Allah the term is fixed; and whoever desires the reward of this world, I shall give him of it, and whoever desires the reward of the hereafter I shall give him of it, and I will reward the grateful."
quran quran,"Why is it not then that when it (soul) comes up to the throat, / And you at that time look on-- / And We are nearer to it than you, but you do not see-- / Then why is it not-- if you are not held under authority-- / That you send it (not) back-- if you are truthful? / Then if he is one of those drawn nigh (to Allah), / Then happiness and bounty and a garden of bliss."
quran quran,"And they denied them unjustly and proudly while their soul had been convinced of them; consider, then how was the end of the mischief-makers."
quran quran,"And every soul shall be paid back fully what it has done, and He knows best what they do."
quran quran,"O you who believe! avoid most of suspicion, for surely suspicion in some cases is a sin, and do not spy nor let some of you backbite others. Does one of you like to eat the flesh of his dead brother? But you abhor it; and be careful of (your duty to) Allah, surely Allah is Oft-returning (to mercy), Merciful."
quran quran,And abandon open and secret sin; surely they who earn sin shall be recompensed with what they earned.
quran quran,"Then if it becomes known that they both have been guilty of a sin, two others shall stand up in their place from among those who have a claim against them, the two nearest in kin; so they two should swear by Allah: Certainly our testimony is truer than the testimony of those two, and we have not exceeded the limit, for then most surely we should be of the unjust."
quran quran,"Whoever then alters it after he has heard it, the sin of it then is only upon those who alter it; surely Allah is Hearing, Knowing."
quran quran,"See how they forge the lie against Allah, and this is sufficient as a manifest sin."
quran quran,"And whoever commits a fault or a sin, then accuses of it one innocent, he indeed takes upon himself the burden of a calumny and a manifest sin."
quran quran,"And whoever commits a sin, he only commits it against his own soul; and Allah is Knowing, Wise."
quran quran,They shall pass therein from one to another a cup wherein there shall be nothing vain nor any sin.
quran quran,Nay! those who disbelieve are in self-exaltation and opposition.
quran quran,"And whoever strives hard, he strives only for his own soul; most surely Allah is Self-sufficient, above (need of) the worlds."
quran quran,"You have advantages in them till a fixed time, then their place of sacrifice is the Ancient House."
quran quran,And We ransomed him with a Feat sacrifice.
quran quran,"A bowl shall be made to go round them from water running out of springs, / White, delicious to those who drink."
quran quran,"And one of His signs is that He created mates for you from yourselves that you may find rest in them, and He put between you love and compassion; most surely there are signs in this for a people who reflect."
quran quran,"And certainly there came to them an Apostle from among them, but they rejected him, so the punishment overtook them while they were unjust."
quran quran,"Inform My servants that I am the Forgiving, the Merciful, / And that My punishment-- that is the painful punishment."
quran quran,"Yet their cry, when Our punishment came to them, was nothing but that they said: Surely we were unjust."
quran quran,"And as for the two who are guilty of indecency from among you, give them both a punishment; then if they repent and amend, turn aside from them; surely Allah is Oft-returning (to mercy), the Merciful."
quran quran,"How (great) was then My punishment and My warning! / Surely We sent upon them a single cry, so they were like the dry fragments of trees which the maker of an enclosure collects."
quran quran,"And surely those who are unjust shall have a punishment besides that (in the world), but most of them do not know."
quran quran,And other (punishment) of the same kind-- of various sorts.
quran quran,Most surely you will taste the painful punishment.
quran quran,They will not believe in it until they see the painful punishment.
quran quran,"O wives of the prophet! whoever of you commits an open indecency, the punishment shall be increased to her doubly; and this IS easy to Allah."
quran quran,"But when they saw Our punishment, they said: We believe in Allah alone and we deny what we used to associate with Him."
quran quran,"And Allah knows best what they hide, / So announce to them a painful punishment~ / Except those who believe and do good; for them is a reward that shall never be cut off."
quran quran,"And if We hold back from them the punishment until a stated period of time, they will certainly say: What prevents it? Now surely on the day when it will come to them, it shall not be averted from them and that which they scoffed at shall beset them."
quran quran,And never offer prayer for any one of them who dies and do not stand by his grave; surely they disbelieve in Allah and His Apostle and they shall die in transgression.
quran quran,"O you who believe! do not go near prayer when you are Intoxicated until you know (well) what you say, nor when you are under an obligation to perform a bath-- unless (you are) travelling on the road-- until you have washed yourselves; and if you are sick, or on a journey, or one of you come from the privy or you have touched the women, and you cannot find water, betake yourselves to pure earth, then wipe your faces and your hands; surely Allah is Pardoning, Forgiving."
