author,quote,no_stopwords,lemmatized,stemmed
quran quran,Surely We are going to send the she-camel as a trial for them; therefore watch them and have patience.,Surely going send camel trial therefore watch patience,Surely go send camel trial therefore watch patience,sure go send camel trial therefor watch patienc
quran quran,"Then he is of those who believe and charge one another to show patience, and charge one another to show compassion.",believe charge one another show patience charge one another show compassion,believe charge one another show patience charge one another show compassion,believ charg one anoth show patienc charg one anoth show compass
quran quran,Therefore endure with a goodly patience.,Therefore endure goodly patience,Therefore endure goodly patience,therefor endur good patienc
quran quran,O you who believe! seek assistance through patience and prayer; surely Allah is with the patient. (The Cow 2.153 ),believe seek assistance patience prayer surely Allah patient Cow 2 153,believe seek assistance patience prayer surely Allah patient Cow 2 153,believ seek assist patienc prayer sure allah patient cow 2 153
quran quran,"Then when they came in to Yusuf, he took his parents to lodge with him and said: Enter safe into Egypt, if Allah please.",came Yusuf took parents lodge said Enter safe Egypt Allah please,come Yusuf take parent lodge say Enter safe Egypt Allah please,come yusuf take parent lodg say enter safe egypt allah pleas
quran quran,"And serve Allah and do not associate any thing with Him and be good to the parents and to the near of kin and the orphans and the needy and the neighbor of (your) kin and the alien neighbor, and the companion in a journey and the wayfarer and those whom your right hands possess; surely Allah does not love him who is proud, boastful; / Those who are niggardly and bid people to be niggardly and hide what Allah has given them out of His grace; and We have prepared for the unbelievers a disgraceful chastisement.",serve Allah associate thing good parents near kin orphans needy neighbor kin alien neighbor companion journey wayfarer right hands possess surely Allah love proud boastful niggardly bid people niggardly hide Allah given grace prepared unbelievers disgraceful chastisement,serve Allah associate thing good parent near kin orphan needy neighbor kin alien neighbor companion journey wayfarer right hand posse surely Allah love proud boastful niggardly bid people niggardly hide Allah give grace prepare unbeliever disgraceful chastisement,serv allah associ thing good parent near kin orphan needi neighbor kin alien neighbor companion journey wayfar right hand poss sure allah love proud boast niggard bid peopl niggard hide allah give grace prepar unbeliev disgrac chastis
quran quran,"And to every one We have appointed heirs of what parents and near relatives leave; and as to those with whom your rights hands have ratified agreements, give them their portion; surely Allah is a witness over all things.",every one appointed heirs parents near relatives leave rights hands ratified agreements give portion surely Allah witness things,every one appoint heir parent near relative leave right hand ratify agreement give portion surely Allah witness thing,everi one appoint heir parent near relat leav right hand ratifi agreement give portion sure allah wit thing
quran quran,"And he who says to his parents: Fie on you! do you threaten me that I shall be brought forth when generations have already passed away before me? And they both call for Allah's aid: Woe to you! believe, surely the promise of Allah is true. But he says: This is nothing but stories of the ancients.",says parents Fie threaten shall brought forth generations already passed away call Allah aid Woe believe surely promise Allah true says nothing stories ancients,say parent Fie threaten shall bring forth generation already pas away call Allah aid Woe believe surely promise Allah true say nothing story ancient,say parent fie threaten shall bring forth generat alreadi pas away call allah aid woe believ sure promis allah true say noth stori ancient
quran quran,"And be not weak hearted in pursuit of the enemy; if you suffer pain, then surely they (too) suffer pain as you suffer pain, and you hope from Allah what they do not hope; and Allah is Knowing, Wise.",weak hearted pursuit enemy suffer pain surely suffer pain suffer pain hope Allah hope Allah Knowing Wise,weak hearted pursuit enemy suffer pain surely suffer pain suffer pain hope Allah hope Allah Knowing Wise,weak heart pursuit enemi suffer pain sure suffer pain suffer pain hope allah hope allah know wise
quran quran,And We gave to him out of Our mercy his brother Haroun a prophet.,gave mercy brother Haroun prophet,give mercy brother Haroun prophet,give merci brother haroun prophet
quran quran,"And We granted to them of Our mercy, and We left (behind them) a truthful mention of eminence for them.",granted mercy left behind truthful mention eminence,grant mercy leave behind truthful mention eminence,grant merci leav behind truth mention emin
quran quran,Then they found one from among Our servants whom We had granted mercy from Us and whom We had taught knowledge from Ourselves.,found one among servants granted mercy Us taught knowledge,find one among servant grant mercy Us teach knowledge,find one among servant grant merci us teach knowledg
quran quran,"So We delivered him and those with him by mercy from Us, and We cut off the last of those who rejected Our communications and were not believers.",delivered mercy Us cut last rejected communications believers,deliver mercy Us cut last reject communication believer,deliv merci us cut last reject communic believ
quran quran,"And obey Allah and the Apostle, that you may be shown mercy.",obey Allah Apostle may shown mercy,obey Allah Apostle may show mercy,obey allah apostl may show merci
quran quran,And before it the Book of Musa was a guide and a mercy: and this is a Book verifying (it) in the Arabic language that it may warn those who are unjust and as good news for the doers of good.,Book Musa guide mercy Book verifying Arabic language may warn unjust good news doers good,Book Musa guide mercy Book verify Arabic language may warn unjust good news doer good,book musa guid merci book verifi arab languag may warn unjust good news doer good
quran quran,"And He it is Who sends down the rain after they have despaired, and He unfolds His mercy; and He is the Guardian, the Praised One.",sends rain despaired unfolds mercy Guardian Praised One,send rain despair unfold mercy Guardian Praised One,send rain despair unfold merci guardian prais one
quran quran,"And (as to) those who disbelieve in the communications of Allah and His meeting, they have despaired of My mercy, and these it is that shall have a painful punishment.",disbelieve communications Allah meeting despaired mercy shall painful punishment,disbelieve communication Allah meet despair mercy shall painful punishment,disbeliev communic allah meet despair merci shall pain punish
quran quran,"He punishes whom He pleases and has mercy on whom He pleases, and to Him you shall be turned back.",punishes pleases mercy pleases shall turned back,punish please mercy please shall turn back,punish pleas merci pleas shall turn back
quran quran,"And He it is Who sends forth the winds bearing good news before His mercy, until, when they bring up a laden cloud, We drive it to a dead land, then We send down water on it, then bring forth with it of fruits of all kinds; thus shall We bring forth the dead that you may be mindful.",sends forth winds bearing good news mercy bring laden cloud drive dead land send water bring forth fruits kinds thus shall bring forth dead may mindful,send forth wind bear good news mercy bring lade cloud drive dead land send water bring forth fruit kind thus shall bring forth dead may mindful,send forth wind bear good news merci bring lade cloud drive dead land send water bring forth fruit kind thus shall bring forth dead may mind
quran quran,"Thus it is due to mercy from Allah that you deal with them gently, and had you been rough, hard hearted, they would certainly have dispersed from around you; pardon them therefore and ask pardon for them, and take counsel with them in the affair; so when you have decided, then place your trust in Allah; surely Allah loves those who trust.",Thus due mercy Allah deal gently rough hard hearted would certainly dispersed around pardon therefore ask pardon take counsel affair decided place trust Allah surely Allah loves trust,Thus due mercy Allah deal gently rough hard hearted would certainly disperse around pardon therefore ask pardon take counsel affair decide place trust Allah surely Allah love trust,thus due merci allah deal gentl rough hard heart would certain dispers around pardon therefor ask pardon take counsel affair decid place trust allah sure allah love trust
quran quran,"Surely the men who submit and the women who submit, and the believing men and the believing women, and the obeying men and the obeying women, and the truthful men and the truthful women, and the patient men and the patient women and the humble men and the humble women, and the almsgiving men and the almsgiving women, and the fasting men and the fasting women, and the men who guard their private parts and the women who guard, and the men who remember Allah much and the women who remember-- Allah has prepared for them forgiveness and a mighty reward.",Surely men submit women submit believing men believing women obeying men obeying women truthful men truthful women patient men patient women humble men humble women almsgiving men almsgiving women fasting men fasting women men guard private parts women guard men remember Allah much women remember Allah prepared forgiveness mighty reward,Surely men submit woman submit believe men believe woman obey men obey woman truthful men truthful woman patient men patient woman humble men humble woman almsgiving men almsgiving woman fast men fast woman men guard private part woman guard men remember Allah much woman remember Allah prepare forgiveness mighty reward,sure men submit woman submit believ men believ woman obey men obey woman truth men truth woman patient men patient woman humbl men humbl woman almsgiv men almsgiv woman fast men fast woman men guard privat part woman guard men rememb allah much woman rememb allah prepar forgiv mighti reward
quran quran,"Surely We have revealed to you the Book with the truth for the sake of men; so whoever follows the right way, it is for his own soul and whoever errs, he errs only to its detriment; and you are not a custodian over them.",Surely revealed Book truth sake men whoever follows right way soul whoever errs errs detriment custodian,Surely reveal Book truth sake men whoever follow right way soul whoever err err detriment custodian,sure reveal book truth sake men whoever follow right way soul whoever err err detriment custodian
quran quran,And if they see a miracle they turn aside and say: Transient magic.,see miracle turn aside say Transient magic,see miracle turn aside say Transient magic,see miracl turn asid say transient magic
quran quran,"Is it magic then or do you not see? / Enter into it, then bear (it) patiently, or do not bear (it) patiently, it is the same to you; you shall be requited only (for) what you did.",magic see Enter bear patiently bear patiently shall requited,magic see Enter bear patiently bear patiently shall requite,magic see enter bear patient bear patient shall requit
quran quran,"So you shall see, and they (too) shall see, / Which of you is afflicted with madness.",shall see shall see afflicted madness,shall see shall see afflict madness,shall see shall see afflict mad
quran quran,"And how many a living creature that does not carry its sustenance: Allah sustains it and yourselves; and He is the Hearing, the Knowing.",many living creature carry sustenance Allah sustains Hearing Knowing,many live creature carry sustenance Allah sustain Hearing Knowing,mani live creatur carri susten allah sustain hear know
quran quran,"And rely on the Ever-living Who dies not, and celebrate His praise; and Sufficient is He as being aware of the faults of His servants, / Who created the heavens and the earth and what is between them in six periods, and He is firmly established on the throne of authority; the Beneficent God, so ask respecting it one aware.",rely Ever living dies celebrate praise Sufficient aware faults servants created heavens earth six periods firmly established throne authority Beneficent God ask respecting one aware,rely Ever live die celebrate praise Sufficient aware fault servant create heaven earth six period firmly establish throne authority Beneficent God ask respect one aware,reli ever live die celebr prais suffici awar fault servant creat heaven earth six period firm establish throne author benefic god ask respect one awar
quran quran,"And Allah has created from water every living creature: so of them is that which walks upon its belly, and of them is that which walks upon two feet, and of them is that which walks upon four; Allah creates what He pleases; surely Allah has power over all things.",Allah created water every living creature walks upon belly walks upon two feet walks upon four Allah creates pleases surely Allah power things,Allah create water every live creature walk upon belly walk upon two foot walk upon four Allah create please surely Allah power thing,allah creat water everi live creatur walk upon belli walk upon two foot walk upon four allah creat pleas sure allah power thing
quran quran,"And We did not send any apostle but with the language of his people, so that he might explain to them clearly; then Allah makes whom He pleases err and He guides whom He pleases and He is the Mighty, the Wise.",send apostle language people might explain clearly Allah makes pleases err guides pleases Mighty Wise,send apostle language people might explain clearly Allah make please err guide please Mighty Wise,send apostl languag peopl might explain clear allah make pleas err guid pleas mighti wise
quran quran,"And.surely they purposed to unsettle you from the land that they might expel you from it, and in that case they will not tarry behind you but a little.",surely purposed unsettle land might expel case tarry behind little,surely purpose unsettle land might expel case tarry behind little,sure purpos unsettl land might expel case tarri behind littl
quran quran,What! Do you then feel secure that He will not cause a tract of land to engulf you or send on you a tornado? Then you shall not find a protector for yourselves.,feel secure cause tract land engulf send tornado shall find protector,feel secure cause tract land engulf send tornado shall find protector,feel secur caus tract land engulf send tornado shall find protector
quran quran,O my people! enter the holy land which Allah has prescribed for you and turn not on your backs for then you will turn back losers.,people enter holy land Allah prescribed turn backs turn back losers,people enter holy land Allah prescribe turn back turn back loser,peopl enter holi land allah prescrib turn back turn back loser
quran quran,And most certainly We will settle you in the land after them; this is for him who fears standing in My presence and who fears My threat.,certainly settle land fears standing presence fears threat,certainly settle land fear stand presence fear threat,certain settl land fear stand presenc fear threat
quran quran,"And certainly We wrote in the Book after the reminder that (as for) the land, My righteous servants shall inherit it.",certainly wrote Book reminder land righteous servants shall inherit,certainly write Book reminder land righteous servant shall inherit,certain write book remind land righteous servant shall inherit
quran quran,"Until when he reached the land of the rising of the sun, he found it rising on a people to whom We had given no shelter from It; / Even so! and We had a full knowledge of what he had.",reached land rising sun found rising people given shelter Even full knowledge,reach land rise sun find rise people give shelter Even full knowledge,reach land rise sun find rise peopl give shelter even full knowledg
quran quran,Surely We established him in the land and granted him means of access to every thing.,Surely established land granted means access every thing,Surely establish land grant mean access every thing,sure establish land grant mean access everi thing
quran quran,So go about in the land for four months and know that you cannot weaken Allah and that Allah will bring disgrace to the unbelievers.,go land four months know weaken Allah Allah bring disgrace unbelievers,go land four month know weaken Allah Allah bring disgrace unbeliever,go land four month know weaken allah allah bring disgrac unbeliev
quran quran,"And remember when He made you successors after Ad and settled you in the land-- you make mansions on its plains and hew out houses in the mountains-- remember therefore Allah's benefits and do not act corruptly in the land, making mischief.",remember made successors Ad settled land make mansions plains hew houses mountains remember therefore Allah benefits act corruptly land making mischief,remember make successor Ad settle land make mansion plain hew house mountain remember therefore Allah benefit act corruptly land make mischief,rememb make successor ad settl land make mansion plain hew hous mountain rememb therefor allah benefit act corrupt land make mischief
quran quran,"And thus did We give to Yusuf power in the land-- he had mastery in it wherever he liked; We send down Our mercy on whom We please, and We do not waste the reward of those who do good.",thus give Yusuf power land mastery wherever liked send mercy please waste reward good,thus give Yusuf power land mastery wherever like send mercy please waste reward good,thus give yusuf power land masteri wherev like send merci pleas wast reward good
quran quran,"And when it is said to them, Do not make mischief in the land, they say: We are but peace-makers.",said make mischief land say peace makers,say make mischief land say peace maker,say make mischief land say peac maker
quran quran,"But if you held command, you were sure to make mischief in the land and cut off the ties of kinship! / Those it is whom Allah has cursed so He has made them deaf and blinded their eyes.",held command sure make mischief land cut ties kinship Allah cursed made deaf blinded eyes,hold command sure make mischief land cut tie kinship Allah curse make deaf blind eye,hold command sure make mischief land cut tie kinship allah curs make deaf blind eye
quran quran,"Have they not travelled in the land and seen how was the end of those before them while they were stronger than these in power? And Allah is not such that any thing in the heavens or in the earth should escape Him; surely He is Knowing, Powerful.",travelled land seen end stronger power Allah thing heavens earth escape surely Knowing Powerful,travel land see end strong power Allah thing heaven earth escape surely Knowing Powerful,travel land see end strong power allah thing heaven earth escap sure know power
quran quran,"And he was unjustly proud in the land, he and his hosts, and they deemed that they would not be brought back to Us.",unjustly proud land hosts deemed would brought back Us,unjustly proud land host deem would bring back Us,unjust proud land host deem would bring back us
quran quran,"And He made you heirs to their land and their dwellings and their property, and (to) a land which you have not yet trodden, and Allah has power over all things.",made heirs land dwellings property land yet trodden Allah power things,make heir land dwell property land yet tread Allah power thing,make heir land dwell properti land yet tread allah power thing
quran quran,"Then as to Ad, they were unjustly proud in the land, and they said: Who is mightier in strength than we? Did they not see that Allah Who created them was mightier than they in strength, and they denied Our communications? / So We sent on them a furious wind in unlucky days, that We may make them taste the chastisement of abasement in this world's life; and certainly the chastisement of the hereafter is much more abasing, and they shall not be helped.",Ad unjustly proud land said mightier strength see Allah created mightier strength denied communications sent furious wind unlucky days may make taste chastisement abasement world life certainly chastisement hereafter much abasing shall helped,Ad unjustly proud land say mighty strength see Allah create mighty strength deny communication send furious wind unlucky day may make taste chastisement abasement world life certainly chastisement hereafter much abase shall help,ad unjust proud land say mighti strength see allah creat mighti strength deni communic send furious wind unlucki day may make tast chastis abas world life certain chastis hereaft much abas shall help
quran quran,"So it became as black, barren land.",became black barren land,become black barren land,becom black barren land
quran quran,That is because you exulted in the land unjustly and because you behaved insolently.,exulted land unjustly behaved insolently,exult land unjustly behave insolently,exult land unjust behav insol
quran quran,"Those who, should We establish them in the land, will keep up prayer and pay the poor-rate and enjoin good and forbid evil; and Allah's is the end of affairs. (The Pilgrimage 22.41)",establish land keep prayer pay poor rate enjoin good forbid evil Allah end affairs Pilgrimage 22 41,establish land keep prayer pay poor rate enjoin good forbid evil Allah end affair Pilgrimage 22 41,establish land keep prayer pay poor rate enjoin good forbid evil allah end affair pilgrimag 22 41
quran quran,"Nay, they reject that of which they have no comprehensive knowledge, and the final sequel of it has not yet come to them; even thus did those before them reject (the truth); see then what was the end of the unjust.",Nay reject comprehensive knowledge final sequel yet come even thus reject truth see end unjust,Nay reject comprehensive knowledge final sequel yet come even thus reject truth see end unjust,nay reject comprehens knowledg final sequel yet come even thus reject truth see end unjust
quran quran,"But Allah bears witness by what He has revealed to you that He has revealed it with His knowledge, and the angels bear witness (also); and Allah is sufficient as a witness.",Allah bears witness revealed revealed knowledge angels bear witness also Allah sufficient witness,Allah bear witness reveal reveal knowledge angel bear witness also Allah sufficient witness,allah bear wit reveal reveal knowledg angel bear wit also allah suffici wit
quran quran,"When you received it with your tongues and spoke with your mouths what you had no knowledge of, and you deemed it an easy matter while with Allah it was grievous.",received tongues spoke mouths knowledge deemed easy matter Allah grievous,receive tongue speak mouth knowledge deem easy matter Allah grievous,receiv tongu speak mouth knowledg deem easi matter allah grievous
quran quran,"He knows what is before them and what is behind them, while they do not comprehend it in knowledge.",knows behind comprehend knowledge,know behind comprehend knowledge,know behind comprehend knowledg
quran quran,Certainly He has a comprehensive knowledge of them and He has numbered them a (comprehensive) numbering.,Certainly comprehensive knowledge numbered comprehensive numbering,Certainly comprehensive knowledge number comprehensive number,certain comprehens knowledg number comprehens number
quran quran,"Musa said to him: Shall I follow you on condition that you should teach me right knowledge of what you have been taught? / He said: Surely you cannot have patience with me / And how can you have patience in that of which you have not got a comprehensive knowledge? / He said: If Allah pleases, you will find me patient and I shall not disobey you in any matter.",Musa said Shall follow condition teach right knowledge taught said Surely patience patience got comprehensive knowledge said Allah pleases find patient shall disobey matter,Musa say Shall follow condition teach right knowledge teach say Surely patience patience get comprehensive knowledge say Allah please find patient shall disobey matter,musa say shall follow condit teach right knowledg teach say sure patienc patienc get comprehens knowledg say allah pleas find patient shall disobey matter
quran quran,"And those who have no knowledge say: Why does not Allah speak to us or a sign come to us? Even thus said those before them, the like of what they say; their hearts are all alike. Indeed We have made the communications clear for a people who are sure.",knowledge say Allah speak us sign come us Even thus said like say hearts alike Indeed made communications clear people sure,knowledge say Allah speak u sign come u Even thus say like say heart alike Indeed make communication clear people sure,knowledg say allah speak u sign come u even thus say like say heart alik inde make communic clear peopl sure
quran quran,"And they have no knowledge of it; they do not follow anything but conjecture, and surely conjecture does not avail against the truth at all.",knowledge follow anything conjecture surely conjecture avail truth,knowledge follow anything conjecture surely conjecture avail truth,knowledg follow anyth conjectur sure conjectur avail truth
quran quran,"And certainly We chose them, having knowledge, above the nations.",certainly chose knowledge nations,certainly choose knowledge nation,certain choos knowledg nation
quran quran,"To Him is referred the knowledge of the hour, and there come not forth any of the fruits from their coverings, nor does a female bear, nor does she give birth, but with His knowledge; and on the day when He shall call out to them, Where are (those whom you called) My associates? They shall say: We declare to Thee, none of us is a witness.",referred knowledge hour come forth fruits coverings female bear give birth knowledge day shall call called associates shall say declare none us witness,refer knowledge hour come forth fruit cover female bear give birth knowledge day shall call call associate shall say declare none u witness,refer knowledg hour come forth fruit cover femal bear give birth knowledg day shall call call associ shall say declar none u wit
quran quran,"Surely Allah is He with Whom is the knowledge of the hour, and He sends down the rain and He knows what is in the wombs; and no one knows what he shall earn on the morrow; and no one knows in what land he shall die; surely Allah is Knowing, Aware.",Surely Allah knowledge hour sends rain knows wombs one knows shall earn morrow one knows land shall die surely Allah Knowing Aware,Surely Allah knowledge hour send rain know womb one know shall earn morrow one know land shall die surely Allah Knowing Aware,sure allah knowledg hour send rain know womb one know shall earn morrow one know land shall die sure allah know awar
quran quran,Nay! those who are unjust follow their low desires without any knowledge; so who can guide him whom Allah makes err? And they shall have no helpers.,Nay unjust follow low desires without knowledge guide Allah makes err shall helpers,Nay unjust follow low desire without knowledge guide Allah make err shall helper,nay unjust follow low desir without knowledg guid allah make err shall helper
quran quran,"And those who were given the knowledge said: Woe to you! Allah's reward is better for him who believes and does good, and none is made to receive this except the patient.",given knowledge said Woe Allah reward better believes good none made receive except patient,give knowledge say Woe Allah reward good believe good none make receive except patient,give knowledg say woe allah reward good believ good none make receiv except patient
quran quran,"Until when they come, He will say: Did you reject My communications while you had no comprehensive knowledge of them? Or what was it that you did? / And the word shall come to pass against them because they were unjust, so they shall not speak.",come say reject communications comprehensive knowledge word shall come pass unjust shall speak,come say reject communication comprehensive knowledge word shall come pas unjust shall speak,come say reject communic comprehens knowledg word shall come pas unjust shall speak
quran quran,"And they say: When shall this threat be (executed) if you are truthful? / Say: The knowledge (thereof is only with Allah and I am only a plain warner.= / But when they shall see it nigh, the faces of those who disbelieve shall be sorry, and it shall be said; This is that which you used to call for.",say shall threat executed truthful Say knowledge thereof Allah plain warner shall see nigh faces disbelieve shall sorry shall said used call,say shall threat execute truthful Say knowledge thereof Allah plain warner shall see nigh face disbelieve shall sorry shall say use call,say shall threat execut truth say knowledg thereof allah plain warner shall see nigh face disbeliev shall sorri shall say use call
quran quran,"They ask you about the hour, when will be its taking place? Say: The knowledge of it is only with my Lord; none but He shall manifest it at its time; it will be momentous in the heavens and the earth; it will not come on you but of a sudden. They ask you as if you were solicitous about it. Say: Its knowledge is only with Allah, but most people do not know.",ask hour taking place Say knowledge Lord none shall manifest time momentous heavens earth come sudden ask solicitous Say knowledge Allah people know,ask hour take place Say knowledge Lord none shall manifest time momentous heaven earth come sudden ask solicitous Say knowledge Allah people know,ask hour take place say knowledg lord none shall manifest time moment heaven earth come sudden ask solicit say knowledg allah peopl know
quran quran,"But whoever disputes with you in this matter after what has come to you of knowledge, then say: Come let us call our sons and your sons and our women and your women and our near people and your near people, then let us be earnest in prayer, and pray",whoever disputes matter come knowledge say Come let us call sons sons women women near people near people let us earnest prayer pray,whoever dispute matter come knowledge say Come let u call son son woman woman near people near people let u earnest prayer pray,whoever disput matter come knowledg say come let u call son son woman woman near peopl near peopl let u earnest prayer pray
quran quran,"But the firm in knowledge among them and the believers believe in what has been revealed to you and what was revealed before you, and those who keep up prayers and those who give the poor-rate and the believers in Allah and the last day, these it is",firm knowledge among believers believe revealed revealed keep prayers give poor rate believers Allah last day,firm knowledge among believer believe reveal reveal keep prayer give poor rate believer Allah last day,firm knowledg among believ believ reveal reveal keep prayer give poor rate believ allah last day
quran quran,"So when they have reached their prescribed time, then retain them with kindness or separate them with kindness, and call to witness two men of justice from among you, and give upright testimony for Allah. With that is admonished he who believes in Allah and the latter day; and whoever is careful of (his duty to) Allah, He will make for him an outlet, / And give him sustenance from whence he thinks not; and whoever trusts in Allah, He is sufficient for him; surely Allah attains His purpose; Allah indeed has appointed a measure for everything.",reached prescribed time retain kindness separate kindness call witness two men justice among give upright testimony Allah admonished believes Allah latter day whoever careful duty Allah make outlet give sustenance whence thinks whoever trusts Allah sufficient surely Allah attains purpose Allah indeed appointed measure everything,reach prescribe time retain kindness separate kindness call witness two men justice among give upright testimony Allah admonish believe Allah latter day whoever careful duty Allah make outlet give sustenance whence think whoever trust Allah sufficient surely Allah attain purpose Allah indeed appoint measure everything,reach prescrib time retain kind separ kind call wit two men justic among give upright testimoni allah admonish believ allah latter day whoever care duti allah make outlet give susten whenc think whoever trust allah suffici sure allah attain purpos allah inde appoint measur everyth
quran quran,"So the punishment overtook them in justice, and We made them as rubbish; so away with the unjust people.",punishment overtook justice made rubbish away unjust people,punishment overtake justice make rubbish away unjust people,punish overtak justic make rubbish away unjust peopl
quran quran,"And every nation had an apostle; so when their apostle came, the matter was decided between them with justice and they shall not be dealt with unjustly.",every nation apostle apostle came matter decided justice shall dealt unjustly,every nation apostle apostle come matter decide justice shall deal unjustly,everi nation apostl apostl come matter decid justic shall deal unjust
quran quran,"And you have it not in your power to do justice between wives, even though you may wish (it), but be not disinclined (from one) with total disinclination, so that you leave her as it were in suspense; and if you effect a reconciliation and guard (against evil), then surely Allah is Forgiving, Merciful.",power justice wives even though may wish disinclined one total disinclination leave suspense effect reconciliation guard evil surely Allah Forgiving Merciful,power justice wive even though may wish disincline one total disinclination leave suspense effect reconciliation guard evil surely Allah Forgiving Merciful,power justic wive even though may wish disinclin one total disinclin leav suspens effect reconcili guard evil sure allah forgiv merci
quran quran,"And if you are upon a journey and you do not find a scribe, then (there may be) a security taken into possession; but if one of you trusts another, then he who is trusted should deliver his trust, and let him be careful (of his duty to) Allah, his Lord; and do not conceal testimony, and whoever conceals it, his heart is surely sinful; and Allah knows what you do.",upon journey find scribe may security taken possession one trusts another trusted deliver trust let careful duty Allah Lord conceal testimony whoever conceals heart surely sinful Allah knows,upon journey find scribe may security take possession one trust another trust deliver trust let careful duty Allah Lord conceal testimony whoever conceal heart surely sinful Allah know,upon journey find scribe may secur take possess one trust anoth trust deliv trust let care duti allah lord conceal testimoni whoever conceal heart sure sin allah know
quran quran,"Had it been a near advantage and a short journey, they would certainly have followed you, but the tedious journey was too long for them; and they swear by Allah: If we had been able, we would certainly have gone forth with you; they cause their own souls to perish, and Allah knows that they are most surely / Allah pardon you! Why did you give them leave until those who spoke the truth had become manifest to you and you had known the liars? / They do not ask leave of you who believe in Allah and the latter day (to stay away) from striving hard with their property and their persons, and Allah knows those who guard (against evil).",near advantage short journey would certainly followed tedious journey long swear Allah able would certainly gone forth cause souls perish Allah knows surely Allah pardon give leave spoke truth become manifest known liars ask leave believe Allah latter day stay away striving hard property persons Allah knows guard evil,near advantage short journey would certainly follow tedious journey long swear Allah able would certainly go forth cause soul perish Allah know surely Allah pardon give leave speak truth become manifest know liar ask leave believe Allah latter day stay away strive hard property person Allah know guard evil,near advantag short journey would certain follow tedious journey long swear allah abl would certain go forth caus soul perish allah know sure allah pardon give leav speak truth becom manifest know liar ask leav believ allah latter day stay away strive hard properti person allah know guard evil
quran quran,"Nay, their hearts are in overwhelming ignorance with respect to it and they have besides this other deeds which they do.",Nay hearts overwhelming ignorance respect besides deeds,Nay heart overwhelm ignorance respect besides deed,nay heart overwhelm ignor respect besid deed
quran quran,"Therefore leave them in their overwhelming ignorance till / Do they think that by what We aid them with of wealth and children, / We are hastening to them of good things? Nay, they do not perceive.",Therefore leave overwhelming ignorance till think aid wealth children hastening good things Nay perceive,Therefore leave overwhelm ignorance till think aid wealth child hasten good thing Nay perceive,therefor leav overwhelm ignor till think aid wealth child hasten good thing nay perceiv
quran quran,"The dwellers of the desert are very hard in unbelief and hypocrisy, and more disposed not to know the limits of what Allah has revealed to His Apostle; and Allah is Knowing, Wise.",dwellers desert hard unbelief hypocrisy disposed know limits Allah revealed Apostle Allah Knowing Wise,dweller desert hard unbelief hypocrisy dispose know limit Allah reveal Apostle Allah Knowing Wise,dweller desert hard unbelief hypocrisi dispos know limit allah reveal apostl allah know wise
quran quran,"And they fall down on their faces weeping, and it adds to their humility.",fall faces weeping adds humility,fall face weep add humility,fall face weep add humil
quran quran,And (He made) horses and mules and asses that you might ride upon them and as an ornament; and He creates what you do not know.,made horses mules asses might ride upon ornament creates know,make horse mule ass might ride upon ornament create know,make hors mule ass might ride upon ornament creat know
quran quran,"Whoever desires honor, then to Allah belongs the honor wholly. To Him do ascend the good words; and the good deeds, lift them up, and (as for) those who plan evil deeds, they shall have a severe chastisement; and (as for) their plan, it shall perish.",Whoever desires honor Allah belongs honor wholly ascend good words good deeds lift plan evil deeds shall severe chastisement plan shall perish,Whoever desire honor Allah belong honor wholly ascend good word good deed lift plan evil deed shall severe chastisement plan shall perish,whoever desir honor allah belong honor wholli ascend good word good deed lift plan evil deed shall sever chastis plan shall perish
quran quran,"Nay! but you do not honor the orphan, / Nor do you urge one another to feed the poor, / And you eat away the heritage, devouring (everything) indiscriminately, / And you love wealth with exceeding love.",Nay honor orphan urge one another feed poor eat away heritage devouring everything indiscriminately love wealth exceeding love,Nay honor orphan urge one another fee poor eat away heritage devour everything indiscriminately love wealth exceed love,nay honor orphan urg one anoth fee poor eat away heritag devour everyth indiscrimin love wealth exceed love
quran quran,"Or you should cause the heaven to come down upon us in pieces as you think, or bring Allah and the angels face to face (with us).",cause heaven come upon us pieces think bring Allah angels face face us,cause heaven come upon u piece think bring Allah angel face face u,caus heaven come upon u piec think bring allah angel face face u
quran quran,And certainly We have made strongholds in the heaven and We have made it fair seeming to the beholders.,certainly made strongholds heaven made fair seeming beholders,certainly make stronghold heaven make fair seem beholder,certain make stronghold heaven make fair seem behold
quran quran,"And even if We open to them a gateway of heaven, so that they ascend into it all the while, / They would certainly say: Only our eyes.have been covered over, rather we are an enchanted people.",even open gateway heaven ascend would certainly say eyes covered rather enchanted people,even open gateway heaven ascend would certainly say eye cover rather enchant people,even open gateway heaven ascend would certain say eye cover rather enchant peopl
quran quran,And We have made the heaven a guarded canopy and (yet) they turn aside from its signs.,made heaven guarded canopy yet turn aside signs,make heaven guard canopy yet turn aside sign,make heaven guard canopi yet turn asid sign
quran quran,"And when they said: O Allah! if this is the truth from Thee, then rain upon us stones from heaven or inflict on us a painful punishment.",said Allah truth rain upon us stones heaven inflict us painful punishment,say Allah truth rain upon u stone heaven inflict u painful punishment,say allah truth rain upon u stone heaven inflict u pain punish
